Kelime ID,Almanca Kelime,Frekans,Türkçe Anlamý
32072,fürchtet,1,
32073,galaktische,1,
32074,galten,1,
32078,ganzer,1,
32079,ganzjährig,1,
32080,gastfreundlich,1,
32081,gastgebende,1,
32082,geachtet,1,
32083,gearresteerd,1,
32084,gebackenem,1,
32085,gebadet,1,
32086,gebannten,1,
32087,gebastelt,1,
32088,gebaute,1,
32089,gebettelt,1,
32090,gebeugt,1,
32091,gebied,1,
32092,gebietet,1,
32093,gebildet,1,
32094,gebildeten,1,
32095,gebildeter,1,
32096,geblitzt,1,
32097,geblufft,1,
32098,geborenen,1,
32099,geborgen,1,
32100,gebrandmarkt,1,
32101,gebraucht,1,
32102,gebraut,1,
32103,gebrochene,1,
32104,gebrochenen,1,
32105,gebrochener,1,
32106,gebrodelt,1,
32107,gebruikers,1,
32108,gebuchten,1,
32109,gebühre,1,
32110,gebührenfrei,1,
32111,gecancelt,1,
32112,gedankt,1,
32113,gedeiht,1,
32115,gedient,1,
32116,gedruckt,1,
32117,gedruckten,1,
32118,geduldiges,1,
32119,geeignetem,1,
32120,geeigneten,1,
32121,geeigneter,1,
32122,geeinigt,1,
32123,geerdet,1,
32124,geerdete,1,
32125,geerntet,1,
32126,gefahrenen,1,
32127,gefahrloses,1,
32128,gefangen,1,
32129,gefasste,1,
32130,gefassten,1,
32131,gefegt,1,
32132,gefestigte,1,
32133,gefeuert,1,
32134,gefischt,1,
32135,geforderte,1,
32136,gefragteste,1,
32137,geframt,1,
32138,gefroren,1,
32139,gefräßig,1,
32140,gefundenen,1,
32141,gefundenes,1,
32142,gefächert,1,
32143,gefährden,1,
32144,gefährdende,1,
32145,gefährdeter,1,
32146,gefällt's,1,
32147,gefällte,1,
32148,gefälschte,1,
32149,gefärbt,1,
32150,gefärbte,1,
32151,gefördertem,1,
32152,gefühlter,1,
32153,gefühltes,1,
32154,gefüllten,1,
32155,gefülltes,1,
32156,gefürchtet,1,
32157,gegangenes,1,
32158,gegebenenfalls,1,
32159,gegeißelt,1,
32161,gegenseitigen,1,
32162,gegenstandslos,1,
32163,gegensteuern,1,
32164,gegensätzlich,1,
32165,gegenübersteht,1,
32166,gegenüberstellen,1,
32167,gegessen,1,
32168,gegriffen,1,
32170,gehackt,1,
32171,geheimes,1,
32172,geheimnisvollen,1,
32173,geheimsten,1,
32174,geheißen,1,
32175,gehende,1,
32176,gehindert,1,
32177,gehobene,1,
32178,gehofft,1,
32179,gehorchen,1,
32182,gehuldigt,1,
32183,gehäuft,1,
32184,gehörende,1,
32185,gehörig,1,
32186,gehöriges,1,
32187,geigt,1,
32188,geil,1,
32189,geimpft,1,
32190,geistiger,1,
32191,geistlichen,1,
32192,geistlicher,1,
32193,geizt,1,
32194,geißelte,1,
32195,gekannt,1,
32196,gekannten,1,
32197,gekifft,1,
32198,geklagt,1,
32199,geklappt,1,
32200,gekleidet,1,
32201,geknackt,1,
32202,geknechtete,1,
32203,gekocht,1,
32204,gekommenen,1,
32205,gekonntes,1,
32206,gekoppelt,1,
32207,gekostet,1,
32208,gekrönte,1,
32209,gekuschelt,1,
32210,gekühlt,1,
32211,gekürzten,1,
32212,geladene,1,
32213,geladenen,1,
32214,gelagerten,1,
32215,gelangt,1,
32216,gelassenen,1,
32217,gelaunte,1,
32219,gelber,1,
32220,geldpolitischen,1,
32221,gelebten,1,
32222,gelegenen,1,
32223,gelehrt,1,
32224,geleistet,1,
32226,geliebt,1,
32227,gelieferten,1,
32228,geliehen,1,
32229,geliehenes,1,
32230,gelinge,1,
32231,gelitten,1,
32232,gelobt,1,
32233,gelobte,1,
32234,gelockt,1,
32235,gelockte,1,
32236,gelohnt,1,
32237,geltend,1,
32238,geltende,1,
32239,geltenden,1,
32240,gelungenen,1,
32241,geläuterten,1,
32242,gelöschte,1,
32243,gelöst,1,
32244,gemachte,1,
32245,gemalt,1,
32246,gemauert,1,
32247,gemeine,1,
32248,gemeinnützige,1,
32249,gemeinnützigen,1,
32250,gemeinsames,1,
32251,gemeinschaftlich,1,
32253,gemeldeten,1,
32254,gemerkt,1,
32255,gemischten,1,
32256,gemocht,1,
32258,gemächlich,1,
32259,gemäß,1,
32260,gemüht,1,
32261,gemütlichen,1,
32264,genauerem,1,
32267,genehmigt,1,
32268,geneigt,1,
32269,generativer,1,
32271,generierte,1,
32272,generierten,1,
32273,genervt,1,
32274,geniale,1,
32275,genialischer,1,
32276,genießbar,1,
32277,genießbare,1,
32278,genieße,1,
32281,genähert,1,
32282,genügsam,1,
32283,genügt,1,
32284,geografischen,1,
32285,geopolitische,1,
32286,geopolitischen,1,
32287,geopolitischer,1,
32288,geopolitisches,1,
32289,geordnet,1,
32291,geortet,1,
32292,gepanzertes,1,
32293,gepflanzten,1,
32294,gepflasterten,1,
32295,gepflegt,1,
32296,gepflegten,1,
32297,gepinkelt,1,
32298,geplantes,1,
32299,geplantscht,1,
32300,geplatzt,1,
32301,gepokert,1,
32302,geprallt,1,
32303,geprobt,1,
32304,gepusht,1,
32305,geputzt,1,
32306,geradestehen,1,
32307,geradlinig,1,
32308,geratene,1,
32309,gerauscht,1,
32310,gerechte,1,
32311,gerechten,1,
32312,geregnet,1,
32313,gereicht,1,
32314,gereinigt,1,
32315,gerichtet,1,
32316,gerichtete,1,
32317,gerichtlich,1,
32318,gerichtlichen,1,
32319,gering,1,
32320,geringen,1,
32322,geringerer,1,
32324,geringfügig,1,
32325,geringfügige,1,
32326,geringsten,1,
32328,gerodeten,1,
32329,gerungen,1,
32330,geräteübergreifend,1,
32331,geräumigen,1,
32332,geräumt,1,
32333,geräuschlosen,1,
32334,gerückt,1,
32335,gerührt,1,
32336,gerüttelt,1,
32337,gesammelten,1,
32339,gesamtwirtschaftliches,1,
32340,gescannte,1,
32341,geschadet,1,
32342,geschauten,1,
32343,gescheckte,1,
32344,gescheitertes,1,
32345,geschenkt,1,
32346,gescheut,1,
32347,geschichtlichen,1,
32348,geschichtsträchtige,1,
32349,geschildert,1,
32350,geschlachteten,1,
32351,geschlafen,1,
32352,geschlechtsunabhängig,1,
32353,geschleudert,1,
32354,geschliffen,1,
32355,geschliffenen,1,
32356,geschlüpfte,1,
32357,geschmackvollen,1,
32358,geschmuggelt,1,
32359,geschmälert,1,
32360,geschmückt,1,
32361,geschmückten,1,
32362,geschneidert,1,
32363,geschnittenen,1,
32364,geschont,1,
32365,geschritten,1,
32366,geschuldet,1,
32367,geschult,1,
32368,geschulte,1,
32369,geschundenen,1,
32370,geschweige,1,
32371,geschwungen,1,
32372,geschäftigste,1,
32373,geschäftliche,1,
32374,geschäftsführende,1,
32375,geschäftstüchtigen,1,
32376,geschält,1,
32377,geschützt,1,
32378,geschützte,1,
32379,gesehene,1,
32380,gesellig,1,
32381,gesellige,1,
32382,gesellschaftlich,1,
32383,gesellschaftskritisches,1,
32384,gesellschaftspolitischen,1,
32385,gesetzeskonform,1,
32386,gesetzte,1,
32387,gesicherte,1,
32388,gesicherten,1,
32389,gesittet,1,
32390,geskriptete,1,
32391,gesonderter,1,
32392,gespaltenen,1,
32393,gespaltener,1,
32394,gespeichert,1,
32395,gespeicherten,1,
32396,gesperrte,1,
32397,gesperrten,1,
32398,gesprengt,1,
32399,gespürt,1,
32400,gestaffelt,1,
32401,gestaffelte,1,
32402,gestalterisches,1,
32403,gestaltete,1,
32404,gestapelt,1,
32405,gestapelten,1,
32406,gestartete,1,
32407,gestarteten,1,
32408,gesteckt,1,
32409,gesteigert,1,
32410,gesteuerten,1,
32411,gestiegene,1,
32412,gestiegener,1,
32413,gestohlenen,1,
32414,gestorbene,1,
32415,gestoßenDer,1,
32416,gestrandeter,1,
32417,gestreamt,1,
32418,gestreichelt,1,
32419,gestressten,1,
32420,gestört,1,
32421,gestürmt,1,
32422,gestürzt,1,
32423,gestürzten,1,
32424,gestützte,1,
32425,gesuchter,1,
32426,gesundheitsschädlich,1,
32428,gesägt,1,
32429,gesäit,1,
32430,getauft,1,
32431,geteilter,1,
32432,getrockneten,1,
32433,geträumt,1,
32434,getätigt,1,
32435,getätigten,1,
32436,gewagt,1,
32437,gewaltbereit,1,
32438,gewaltbereiten,1,
32439,gewaltiger,1,
32440,gewaltsame,1,
32441,gewaltsamen,1,
32442,gewalttätigen,1,
32443,gewappnet,1,
32444,gewebte,1,
32445,gewechselt,1,
32446,geweckt,1,
32447,gewetteifert,1,
32448,gewettert,1,
32449,gewettet,1,
32450,gewichtigere,1,
32451,gewiefte,1,
32452,gewirkt,1,
32453,gewisses,1,
32454,gewollt,1,
32455,gewonnene,1,
32456,gewonnenen,1,
32457,geworben,1,
32458,geworfen,1,
32459,gewährte,1,
32460,gewährten,1,
32461,gewöhnen,1,
32462,gewöhnlich,1,
32463,gewü,1,
32464,gewünschte,1,
32465,gewürdigt,1,
32466,gezegd,1,
32467,gezeichneten,1,
32468,gezielter,1,
32469,gezählten,1,
32470,gezüchtet,1,
32471,gezüchtete,1,
32472,gezündet,1,
32473,geänderten,1,
32474,geübt,1,
32475,gibt's,1,
32477,giftet,1,
32478,giftig,1,
32479,ginge,1,
32480,ginn,1,
32481,glattgerührt,1,
32482,gleichauf,1,
32483,gleichberechtigten,1,
32484,gleichem,1,
32486,gleichgeschlechtlichem,1,
32487,gleichgesinnten,1,
32488,gleichmässig,1,
32489,gleichmäßig,1,
32490,gleichnamiges,1,
32492,gleichzeitigen,1,
32493,gletscherfrei,1,
32494,globaler,1,
32495,globales,1,
32496,glänzen,1,
32497,glänzend-weißen,1,
32498,glänzte,1,
32500,gläubig,1,
32501,glücklichsten,1,
32502,gnädig,1,
32503,gofundme,1,
32504,goldbraun,1,
32506,grandios,1,
32507,gratinierten,1,
32508,gratulieren,1,
32509,grau,1,
32511,graue,1,
32512,graues,1,
32513,grausam,1,
32514,grausamen,1,
32515,gravierenden,1,
32516,grenzt,1,
32517,grenzwertigen,1,
32518,griechische,1,
32519,grinsen,1,
32520,grippalen,1,
32522,grobem,1,
32523,groben,1,
32524,grosszügigen,1,
32527,großartiger,1,
32528,großartiges,1,
32529,großflächig,1,
32530,großräumige,1,
32531,großzuziehen,1,
32532,großzügig,1,
32533,großzügigen,1,
32534,großzügigsten,1,
32535,grundlegende,1,
32536,grundlegenden,1,
32537,grundrechtswidrigen,1,
32538,gruppenbezogener,1,
32539,grösster,1,
32540,größerer,1,
32541,größeres,1,
32542,größtenteils,1,
32543,größter,1,
32545,gründete,1,
32546,gründeten,1,
32548,grünlinken,1,
32549,grüßen,1,
32550,grüßt,1,
32551,gucken,1,
32555,gutartig,1,
32556,gutgeheissen,1,
32557,gutgemacht,1,
32558,guttun,1,
32559,gynäkologischen,1,
32560,gähnende,1,
32564,gönnen,1,
32565,gültige,1,
32566,gültigen,1,
32567,günstigeren,1,
32568,günstigste,1,
32569,gütlich,1,
32570,ha,1,
32571,haitianische,1,
32572,hakelige,1,
32573,halbe,1,
32574,halbjährliche,1,
32575,half,1,
32576,halfen,1,
32577,hallt,1,
32578,haltbar,1,
32580,haltlosen,1,
32581,haltmachen,1,
32582,handgefertigte,1,
32583,handle,1,
32584,handlungsfähig,1,
32585,handschriftliche,1,
32586,handverlesen,1,
32587,handwerklichen,1,
32588,hangelt,1,
32589,hann,1,
32591,haptischen,1,
32592,harmlose,1,
32593,harmonierten,1,
32594,harmonisch,1,
32595,harren,1,
32596,harsche,1,
32598,harte,1,
32599,harter,1,
32600,hartnäckig,1,
32601,hartnäckige,1,
32602,harzfreien,1,
32603,hasse,1,
32604,hassen,1,
32605,hasst,1,
32606,hattest,1,
32607,hauchen,1,
32608,hausgemachter,1,
32609,haushaltspolitischen,1,
32610,hausverstandgeprägten,1,
32611,hautnah,1,
32612,hautschonendes,1,
32613,heftig,1,
32615,heilfroh,1,
32617,heimgesucht,1,
32618,heimkehren,1,
32619,heimlich,1,
32620,heimlichen,1,
32621,heimtückisch,1,
32622,heiratete,1,
32623,heiter,1,
32624,heiterem,1,
32625,heiteres,1,
32627,heldenhaft,1,
32628,hell,1,
32629,hellem,1,
32630,helles,1,
32631,hellhörig,1,
32632,helllichten,1,
32633,hellseherischen,1,
32634,hemme,1,
32635,hemmungslosen,1,
32636,herabgestuft,1,
32637,heraneilenden,1,
32638,herangewachsen,1,
32639,herankämpft,1,
32640,heranreichende,1,
32641,heranwächst,1,
32642,heranziehen,1,
32643,heranzugehen,1,
32644,heranzukommen,1,
32645,heranzurücken,1,
32646,heranzuziehen,1,
32647,herausfand,1,
32648,herausfanden,1,
32649,herausfinden,1,
32650,herausfordernden,1,
32651,herausgab,1,
32652,herausgefunden,1,
32653,herausgegeben,1,
32654,herausgeholt,1,
32655,herausgeschmuggelt,1,
32656,heraushält,1,
32657,herausnehmen,1,
32658,herausschneiden,1,
32659,herausstellen,1,
32660,herausstellt,1,
32661,heraussuchen,1,
32662,herauszubekommen,1,
32663,herauszufinden,1,
32664,herauszuheben,1,
32665,herauszuholen,1,
32666,herbe,1,
32667,herbeiführen,1,
32668,herbeigeeilter,1,
32669,herbeigesehnt,1,
32670,herbeigezogen,1,
32671,herbeizuführen,1,
32672,herben,1,
32673,herbstlich-trüb,1,
32674,herbstliche,1,
32675,hergehen,1,
32676,hergenommen,1,
32677,hergestellte,1,
32678,hergestellter,1,
32679,herkamen,1,
32680,herkömmlichen,1,
32681,herrlich,1,
32682,herrlicher,1,
32684,herrschten,1,
32685,herumexperimentiert,1,
32686,herumgepfuscht,1,
32687,herumtrieb,1,
32688,herumtummeln,1,
32689,herunterladet,1,
32690,herunterzuklettern,1,
32691,hervorgebracht,1,
32692,hervorging,1,
32693,hervorragende,1,
32694,hervorragenden,1,
32695,hervorrief,1,
32696,herwedelte,1,
32697,herzaubern,1,
32698,herzhaft,1,
32699,herzlich,1,
32700,hessische,1,
32701,heucheln,1,
32702,heuern,1,
32703,heurigen,1,
32704,heutiger,1,
32705,hidden,1,
32706,hieltet,1,
32707,hien,1,
32709,hierin,1,
32710,hiernach,1,
32712,hiess,1,
32713,hieven,1,
32714,hilflose,1,
32716,hin-und-her,1,
32717,hinarbeitet,1,
32718,hinauf,1,
32719,hinausgekommen,1,
32720,hinausgeschoben,1,
32721,hinausläuft,1,
32722,hinauszuzögern,1,
32723,hindern,1,
32724,hindeuten,1,
32725,hineingezogen,1,
32726,hineinstechen,1,
32727,hineinzufahren,1,
32728,hineinzuziehen,1,
32729,hinfahren,1,
32730,hingearbeitet,1,
32731,hingehalten,1,
32732,hingehen,1,
32733,hingeht,1,
32734,hingehört,1,
32735,hingeknallt,1,
32736,hingelangen,1,
32737,hingeschaut,1,
32738,hinhalten,1,
32739,hinne,1,
32740,hinreichend,1,
32741,hinschmeiße,1,
32743,hintereinander,1,
32745,hinterlassen,1,
32746,hinterlegt,1,
32747,hinterm,1,
32748,hinunterbeugt,1,
32749,hinunterführt,1,
32751,hinzuerfundene,1,
32752,hinzufügt,1,
32753,hinzugekommen,1,
32754,hinzuzufügen,1,
32755,hissen,1,
32756,hitzigen,1,
32757,hoben,1,
32759,hochalpine,1,
32760,hochauflösende,1,
32761,hochgekocht,1,
32762,hochgelobte,1,
32763,hochgestuft,1,
32764,hochgetrieben,1,
32765,hochherrschaftlicher,1,
32766,hochinteressanten,1,
32767,hochkarätig,1,
32768,hochkarätiger,1,
32769,hochmodernen,1,
32770,hochrangigen,1,
32771,hochsteigt,1,
32772,hochtalentierte,1,
32773,hochwertig,1,
32774,hochwertigem,1,
32775,hochwertigen,1,
32776,hochzerrt,1,
32777,hocken,1,
32778,hoeveel,1,
32780,hoffnungsvolle,1,
32781,hoffnungsvollen,1,
32782,hoffte,1,
32783,holprig,1,
32784,holprigen,1,
32785,holpriger,1,
32786,holten,1,
32787,hommes,1,
32788,hommes-Vorständin,1,
32789,homogenes,1,
32790,homophoben,1,
32791,homöopathische,1,
32792,horizontale,1,
32793,hotspot,1,
32794,hr-Bigband,1,
32797,huet,1,
32798,humanitärer,1,
32799,humorvolle,1,
32800,hundertsten,1,
32801,hydraulische,1,
32802,hypothetisch,1,
32803,hysterische,1,
32804,hämische,1,
32805,hängenbleibt,1,
32806,hängengeblieben,1,
32807,härter,1,
32809,härtesten,1,
32811,häufige,1,
32812,häuften,1,
32813,häuslichen,1,
32814,häuslicher,1,
32815,hääten,1,
32816,höchstens,1,
32817,höchstmöglichen,1,
32818,höhergelegene,1,
32819,höherwertige,1,
32820,hölzern,1,
32821,hügelige,1,
32822,hüllen,1,
32823,hüllten,1,
32825,iBase,1,
32826,iOS-Daten,1,
32827,iPad,1,
32828,iPhones,1,
32829,iQFOiL-Surfer,1,
32830,iRobot,1,
32832,idealem,1,
32834,idealistisch,1,
32835,idealistische,1,
32836,identifizierten,1,
32837,identisch,1,
32838,identischen,1,
32839,ignoriere,1,
32840,illegal,1,
32841,illiberale,1,
32842,illiberalen,1,
32843,illustres,1,
32865,imaginären,1,
32867,immergleichen,1,
32868,immersive,1,
32869,immerwährende,1,
32870,immun,1,
32871,importiert,1,
32872,imposant,1,
32873,imposante,1,
32900,indessen,1,
32901,indirekte,1,
32902,indische,1,
32903,individueller,1,
32904,industrielle,1,
32905,industriellen,1,
32906,ineinander,1,
32907,inforiert,1,
32908,informelle,1,
32909,informelles,1,
32910,infrastrukturelle,1,
32911,ingediend,1,
32912,inhaftierte,1,
32913,inhaltlichen,1,
32915,inklusiven,1,
32916,inkonsistente,1,
32917,inmitten,1,
32918,inne,1,
32919,innehat,1,
32920,innehatte,1,
32921,innehält,1,
32922,innenpolitisch,1,
32924,innerdeutschen,1,
32926,innert,1,
32927,inniges,1,
32928,innovativer,1,
32936,inserieren,1,
32937,inseriert,1,
32938,insolventModehauskette,1,
32939,inspirieren,1,
32941,instabiler,1,
32942,instand,1,
32943,instrumentalisieren,1,
32944,inszeniert,1,
32945,inszenierte,1,
32946,intakt,1,
32947,integriert,1,
32949,intelligentes,1,
32950,intendiert,1,
32951,intensivsten,1,
32952,interaktiven,1,
32953,interaktives,1,
32954,interessanten,1,
32955,interessanterweise,1,
32956,interessantes,1,
32957,interessieren,1,
32959,interessierter,1,
32960,interimistische,1,
32961,interkultureller,1,
32962,internem,1,
32963,interpretieren,1,
32964,inthronisierte,1,
32965,intimen,1,
32966,intransparent,1,
32967,intuitiv,1,
32968,inversa,1,
32969,investierte,1,
32970,irgendeinem,1,
32972,irgendwelche,1,
32973,irgendwelchen,1,
32974,irgendwohin,1,
32976,irreführend,1,
32977,irrsinnig,1,
32978,irrt,1,
32979,islamistischen,1,
32980,isländischen,1,
32981,isolieren,1,
32982,isoliert,1,
32983,ists,1,
32985,it,1,
32986,italienisches,1,
32987,jagt,1,
32988,jagte,1,
32989,jahrhundertealte,1,
32991,jb,1,
32992,jebruch,1,
32993,jeck,1,
32995,jederzeit,1,
32996,jedwede,1,
32997,jegliche,1,
32998,jeglichem,1,
33000,jeher,1,
33001,jemenitische,1,
33002,jemenitisches,1,
33003,jenseits,1,
33004,jetzigen,1,
33006,jongliert,1,
33008,jubelnd,1,
33009,jubelt,1,
33010,jubelte,1,
33011,jubelten,1,
33012,juristisch,1,
33013,juristischen,1,
33014,juxen,1,
33015,jäh,1,
33016,jährliches,1,
33018,jüdischer,1,
33019,jüdisches,1,
33021,jüngster,1,
33022,jüngstes,1,
33023,kW,1,
33024,kWh,1,
33025,kafkaeske,1,
33026,kalkulieren,1,
33028,kaltem,1,
33029,kalten,1,
33030,kalter,1,
33031,kannte,1,
33032,kantigen,1,
33033,kantonale,1,
33035,kapitalisierte,1,
33036,kapituliert,1,
33037,karge,1,
33038,kargen,1,
33039,karibischen,1,
33040,karnischen,1,
33041,kartiert,1,
33042,karty,1,
33043,kasachischen,1,
33044,kaschieren,1,
33045,kassierten,1,
33046,katalogisiert,1,
33047,katapultiert,1,
33048,katapultierte,1,
33049,katastrophal,1,
33050,kategorisiert,1,
33051,katholische,1,
33052,kaufkraftbereinigt,1,
33053,kaufte,1,
33054,keck,1,
33055,kehrte,1,
33056,kehrten,1,
33058,keines,1,
33059,kennenlernt,1,
33060,kenyanische,1,
33061,kickende,1,
33062,kickt,1,
33063,kiffen,1,
33064,killer,1,
33065,kilometerweit,1,
33066,kinderlieben,1,
33067,kinderlos,1,
33068,kinderpornografisches,1,
33069,kirchliche,1,
33070,kitschig,1,
33071,klafften,1,
33072,klammen,1,
33073,klammern,1,
33074,klang,1,
33075,klangvollen,1,
33076,klappt,1,
33077,klarem,1,
33078,klarer,1,
33079,klarere,1,
33080,klargemacht,1,
33081,klarkommt,1,
33082,klarstellt,1,
33083,klassisches,1,
33084,kleckern,1,
33085,kleiden,1,
33086,kleidet,1,
33088,kleinem,1,
33090,kleinsten,1,
33091,kleinstes,1,
33093,kletterte,1,
33094,klimafreundliche,1,
33095,klimafreundlichen,1,
33096,klimagerechten,1,
33097,klimaresilienten,1,
33098,klimatische,1,
33099,klinischen,1,
33100,kloppt,1,
33101,klotzen,1,
33102,knackten,1,
33103,knallige,1,
33104,knappem,1,
33105,knappen,1,
33106,knapperes,1,
33107,knauseriger,1,
33108,kneten,1,
33109,knickte,1,
33110,kniet,1,
33111,knubbelt,1,
33112,knüpfen,1,
33113,knüpften,1,
33115,kochende,1,
33116,koexistierten,1,
33117,kollektiven,1,
33118,kollektives,1,
33119,kombiniere,1,
33120,kombinierte,1,
33121,komfortabel,1,
33122,komisch,1,
33123,komischen,1,
33124,kommentierten,1,
33125,kommerzielle,1,
33126,kommunale,1,
33127,kommunistischen,1,
33128,kompakt,1,
33129,kompakte,1,
33130,kompakter,1,
33131,kompatibel,1,
33132,kompatibler,1,
33133,kompetentem,1,
33134,kompetitiven,1,
33135,komplex,1,
33136,komplexesten,1,
33137,komplizierten,1,
33138,komplizierter,1,
33139,komponieren,1,
33140,konfiguriert,1,
33141,konfrontiert,1,
33142,konjunkturell,1,
33143,konjunkturellen,1,
33144,konjunktureller,1,
33145,konkreter,1,
33146,konnotiert,1,
33147,konsequenten,1,
33148,konsequentesten,1,
33149,konservativ,1,
33151,konstatierte,1,
33152,konstituieren,1,
33153,konstituierende,1,
33154,konstituierenden,1,
33155,konstituiert,1,
33156,konstruiert,1,
33157,konstruierte,1,
33158,konstruktiv,1,
33159,konstruktive,1,
33160,konstruktiven,1,
33161,konstruktiver,1,
33162,konsumiert,1,
33163,kontaktierte,1,
33164,kontaktlos,1,
33165,kontaminiert,1,
33166,konterte,1,
33167,kontinuierlich,1,
33168,kontinuierlichen,1,
33169,kontraproduktiv,1,
33170,kontrastreiches,1,
33171,kontrollierte,1,
33172,kontrollierten,1,
33173,konzentriere,1,
33174,konzentriertes,1,
33175,kooperieren,1,
33176,kooperiert,1,
33178,koproduzierte,1,
33179,koreanische,1,
33180,koronaler,1,
33181,korpulent,1,
33182,korrigierten,1,
33183,korrupten,1,
33184,korrupter,1,
33185,korrupteren,1,
33186,kost,1,
33187,kostbare,1,
33188,koste,1,
33189,kostenfreie,1,
33190,kostengünstigere,1,
33191,kostenintensiv,1,
33192,kostenpflichtig,1,
33193,kostspielig,1,
33194,krachend,1,
33195,kraftlos,1,
33196,kranke,1,
33197,krassem,1,
33199,kreativen,1,
33200,kreativer,1,
33201,kreatives,1,
33202,kreierte,1,
33203,kreierten,1,
33205,kreisenden,1,
33206,kreisförmige,1,
33207,kreiste,1,
33211,kriegen,1,
33212,kriegsmüde,1,
33213,kriegsvölkerrechtlich,1,
33214,kriminell,1,
33215,kriminelle,1,
33216,kristallisiert,1,
33217,kritischer,1,
33218,kroatische,1,
33220,krossen,1,
33221,krumm,1,
33222,kryptofreundlichen,1,
33223,kräfteraubenden,1,
33224,kräftige,1,
33225,kräftigem,1,
33226,krönt,1,
33227,kubanischen,1,
33228,kugelsicher,1,
33229,kulinarisch,1,
33230,kulinarische,1,
33232,kultige,1,
33233,kulturell,1,
33234,kumuliert,1,
33235,kumulierte,1,
33236,kund,1,
33237,kunterbunten,1,
33239,kuratierte,1,
33240,kurbele,1,
33241,kuriose,1,
33242,kursiert,1,
33243,kurvenreiche,1,
33245,kurzentschlossene,1,
33246,kurzerhand,1,
33247,kurzfristiger,1,
33249,kämen,1,
33250,kämpferische,1,
33251,kämpfte,1,
33252,kämpften,1,
33253,käuflich,1,
33254,königlichen,1,
33255,kühle,1,
33256,kühleren,1,
33257,kühles,1,
33258,kümmernde,1,
33259,kümmerte,1,
33260,kündbar,1,
33261,künftiger,1,
33262,künftiges,1,
33264,kürzen,1,
33265,kürzere,1,
33266,kürzte,1,
33267,küssen,1,
33269,l'Ongarese,1,
33270,l-r,1,
33271,laborieren,1,
33272,lachend,1,
33273,lachende,1,
33274,ladende,1,
33275,ladinischen,1,
33276,lancierte,1,
33277,landesweite,1,
33278,landesweiten,1,
33279,landing,1,
33280,landwirtschaftlich,1,
33281,landwirtschaftliche,1,
33282,landwirtschaftlichen,1,
33284,langersehnten,1,
33285,langes,1,
33286,langfristigen,1,
33287,langfristiger,1,
33288,langjähriges,1,
33289,langlebige,1,
33290,langsame,1,
33291,langsamen,1,
33292,langsamer,1,
33293,langsameres,1,
33294,langwierig,1,
33295,lapidar,1,
33297,lastet,1,
33298,lateinischer,1,
33299,lauert,1,
33300,laufender,1,
33301,laufintensivem,1,
33302,lautem,1,
33303,lauten,1,
33304,lautete,1,
33305,lautstark,1,
33306,laxer,1,
33307,leasen,1,
33308,lebendig,1,
33309,lebendige,1,
33310,lebendiger,1,
33311,lebenslang,1,
33312,lebenslangen,1,
33313,lebenslanger,1,
33314,lebensrettende,1,
33315,lebenswichtigen,1,
33316,lebhafter,1,
33317,lechzen,1,
33318,leckere,1,
33319,leckeren,1,
33320,leckeres,1,
33322,leerem,1,
33323,leeren,1,
33324,legale,1,
33325,legendären,1,
33326,legendärer,1,
33327,legitim,1,
33328,legitimiere,1,
33329,lehnen,1,
33330,lehnte,1,
33331,leibhaftige,1,
33332,leibliche,1,
33333,leiblichen,1,
33334,leichten,1,
33335,leichteste,1,
33336,leichtesten,1,
33338,leidende,1,
33339,leidet,1,
33340,leistbar,1,
33341,leistbarer,1,
33342,leistet,1,
33343,leisteten,1,
33345,leistungsbereiten,1,
33346,leistungsfähige,1,
33347,leistungsstarke,1,
33348,leistungssteigernden,1,
33349,leistungsstärksten,1,
33350,leitende,1,
33351,lenken,1,
33352,lernende,1,
33353,lernten,1,
33354,lesbar,1,
33356,letztendlich,1,
33357,letzterem,1,
33358,letztgenannten,1,
33359,letztgültige,1,
33360,letztjährigen,1,
33361,letztmaligen,1,
33362,leuchten,1,
33363,leuchtende,1,
33364,leuchtenden,1,
33365,libertäre,1,
33366,libertären,1,
33367,libysche,1,
33368,libyschen,1,
33369,libyscher,1,
33370,lieben,1,
33371,liebenswert,1,
33372,liebst,1,
33373,liebte,1,
33374,liefe,1,
33375,liefernden,1,
33381,liegend,1,
33382,liegenden,1,
33383,liessen,1,
33384,limitiert,1,
33385,lindern,1,
33386,linker,1,
33387,links-autonome,1,
33388,linksalternativer,1,
33389,linksliberale,1,
33390,linksrheinischen,1,
33391,linksstehende,1,
33392,listet,1,
33393,litten,1,
33394,lobende,1,
33395,lobte,1,
33396,locker-ungezwungene,1,
33397,lockeren,1,
33398,lockerer,1,
33399,lockert,1,
33400,logisch,1,
33401,logistischen,1,
33402,losgehen,1,
33403,loszulassen,1,
33404,lud,1,
33405,luftdicht,1,
33406,luftigen,1,
33407,luftiger,1,
33408,lukriert,1,
33409,lunaire,1,
33410,lächelnd,1,
33411,lächelnden,1,
33412,lägen,1,
33414,längeren,1,
33415,längsten,1,
33416,lässig,1,
33417,lässiger,1,
33418,lästert,1,
33419,löschten,1,
33420,lügen,1,
33422,mAh,1,
33423,mRNA,1,
33424,mRNA-Technik,1,
33425,mRNA-basierter,1,
33426,mach,1,
33427,machbar,1,
33428,machst,1,
33429,machtlos,1,
33430,magere,1,
33431,magischen,1,
33432,magisches,1,
